district,state,centroid_lat,centroid_lon,min_lat,max_lat,min_lon,max_lon
BONGAIGAON,ASSAM,26.450127011520117,90.67342978558587,26.14378547668457,26.795093536377067,90.34599304199213,90.95475769042974
CACHAR,ASSAM,24.815570010965033,92.86849727456698,24.376369476318416,25.1454696655274,92.42363739013683,93.2633285522461
DARRANG,ASSAM,26.584630706500597,92.041414269819,26.198909759521428,26.935569763183707,91.70420074462902,92.38331604003912
DHEMAJI,ASSAM,27.5865326108241,94.71337036229087,27.286104202270508,27.881788253784293,94.21111297607422,95.51944732666027
DHUBURI,ASSAM,26.04506146345845,89.9850083851409,25.47286033630371,26.413812637329045,89.69483947753906,90.47984313964872
DIBRUGARH,ASSAM,27.30612130000678,95.09982812815704,27.098739624023438,27.71263122558605,94.56933593750006,95.49099731445318
GOALPARA,ASSAM,26.017275047819187,90.59869874783652,25.88431930541998,26.22798728942871,90.11833190917974,91.09749603271479
GOLAGHAT,ASSAM,26.377216834975886,93.82583505614355,25.814350128173942,26.932880401611328,93.28669738769543,94.17999267578125
HAILAKANDI,ASSAM,24.45749701601171,92.59154585087104,24.134750366210994,24.880340576171932,92.41822052001959,92.78106689453136
JORHAT,ASSAM,26.762446970179504,94.30197625328053,26.3533096313476,27.18564987182623,93.95851898193354,94.6046829223634
KAMRUP,ASSAM,26.170939045736276,91.58863270380729,25.723419189453182,26.797550201416072,90.9356307983399,92.1783065795899
KARBI ANGLONG,ASSAM,26.089661991479062,93.11536615304423,25.532012939453125,26.61493110656744,92.14956665039091,93.89710235595697
KARIMGANJ,ASSAM,24.69660785055572,92.36794841798967,24.24930953979498,24.920049667358512,92.21285247802746,92.58896636962896
KOKRAJHAR,ASSAM,26.497247576437015,90.13997625364233,26.29693031311035,26.90192031860363,89.76196289062494,90.614990234375
LAKHIMPUR,ASSAM,27.141285130515072,94.07759654486361,26.82627105712902,27.52349090576172,93.69828033447271,94.59813690185553
MARIGAON,ASSAM,26.24650169978635,92.21950138840725,26.06254005432129,26.51869010925293,91.95339202880865,92.56741333007818
NAGAON,ASSAM,26.264618966285955,92.93061854154456,25.716028213501033,26.70108985900879,92.404052734375,93.32070159912104
NALBARI,ASSAM,26.463233047807762,91.40598576505423,26.137081146240348,26.835561752319393,91.21463012695312,91.70720672607428
NORTH CACHAR HILLS,ASSAM,25.338298436303532,92.97740231596605,24.970949172973633,25.826078414916992,92.52466583251959,93.4782180786134
SIBSAGAR,ASSAM,27.027626941515095,94.90025793987776,26.718629837036133,27.27905082702648,94.40078735351574,95.37345886230474
SONITPUR,ASSAM,26.73514861130137,92.85197744602115,26.497201919555664,27.038520812988338,92.32238006591808,93.78887176513678
TINSUKIA,ASSAM,27.53549070720439,95.69055987008021,27.229520797729492,27.977371215820426,95.22065734863298,96.02091217041044
ARARIA,BIHAR,26.211528980532254,87.3076665299344,25.942399978637923,26.58695602416998,87.03153228759771,87.69091796875028
AURANGABAD,BIHAR,24.774290073348855,84.4598609740476,24.481399536132926,25.129592895507812,83.99221038818371,84.7467498779298
BANKA,BIHAR,24.832352923975883,86.86649122126839,24.53867912292486,25.121969223022518,86.4810180664063,87.17384338378918
BEGUSARAI,BIHAR,25.543026802471182,86.1256033030067,25.249908447265568,25.776760101318473,85.72836303710938,86.50882720947266
BHABUA,BIHAR,25.02156641853419,83.61128066851347,24.54174041748047,25.410600662231445,83.31607055664074,83.89218139648443
BHAGALPUR,BIHAR,25.277188972051018,87.04213776418825,25.058002471923885,25.51432991027832,86.63257598876947,87.5474472045899
BHOJPUR,BIHAR,25.506662636092255,84.49407805818504,25.162410736084098,25.739110946655273,84.26734924316412,84.84561157226562
BUXAR,BIHAR,25.485931708377898,84.08808116792888,25.26342964172369,25.74868965148937,83.76193237304693,84.38852691650402
DARBHANGA,BIHAR,26.146184659650693,85.97387330269711,25.867349624633732,26.44929122924816,85.66483306884783,86.39964294433605
GAYA,BIHAR,24.726652347597526,84.94291249797136,24.287040710449332,25.07397270202648,84.28526306152344,85.39045715332043
GOPALGANJ,BIHAR,26.44874185771615,84.34636289122481,26.206790924072266,26.642860412597656,83.90084075927746,84.90186309814453
JAMUI,BIHAR,24.784181536010152,86.26316407897484,24.368440628051758,25.144229888916072,85.82019042968761,86.61157989501964
JEHANABAD,BIHAR,25.155679481158156,84.92081301044136,24.981281280517578,25.321502685546932,84.44016265869146,85.21202087402344
KATIHAR,BIHAR,25.565651444827854,87.7046621812756,25.199260711669865,25.88148117065441,87.19877624511724,88.0728530883789
KHAGARIA,BIHAR,25.535585478326777,86.5659327870429,25.2537784576416,25.729301452636776,86.27371978759771,86.85350036621094
KISHANGANJ,BIHAR,26.3243363735128,87.95045011881994,25.931350708008097,26.557268142700366,87.59873199462896,88.2919158935548
LAKHISARAI,BIHAR,25.18345132025123,86.1282588561736,24.97551155090332,25.340801239013672,85.88066864013683,86.4250717163086
MADHEPURA,BIHAR,25.77341969280327,86.89784302454282,25.443830490112248,26.120449066162166,86.60151672363298,87.10927581787126
MADHUBANI,BIHAR,26.41380637527689,86.1632868108589,26.044809341430664,26.666421890259016,85.74434661865251,86.7172164916995
MUNGER,BIHAR,25.19853592507637,86.54173660278325,24.94532012939453,25.499719619751033,86.29904174804688,86.72904205322277
MUZAFFARPUR,BIHAR,26.186642070489473,85.32744995070392,25.902200698852596,26.39496994018549,84.86814880371111,85.74633026123053
NALANDA,BIHAR,25.22934443841205,85.48053016586468,24.9662895202639,25.46174049377447,85.15764617919922,85.91838836669928
NAWADA,BIHAR,24.825705828337878,85.61594211644145,24.52454948425293,25.113161087036246,85.26297760009766,86.05058288574224
PASHCHIM CHAMPARAN,BIHAR,27.16064619868065,84.30266252433742,26.585271835327376,27.52151489257824,83.8283309936524,84.75446319580095
PATNA,BIHAR,25.40297188795255,85.31984382221728,25.202350616455078,25.73280906677246,84.67836761474626,86.06024169921892
PURBA CHAMPARAN,BIHAR,26.68129434390955,85.00382190821135,26.25679969787609,27.021043777465877,84.47808837890642,85.28940582275419
PURNIA,BIHAR,25.817147425728667,87.4044755672691,25.433170318603516,26.125640869140682,86.98385620117199,87.86025238037115
